Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2014-02-26,1,Arizona,P12,26-2,.9575,113.7,29,86.7,1,64.4,283,+.050,65,.6785,23,108.0,31,101.2,25,.5713,97
2014-02-26,2,Louisville,Amer,24-4,.9398,116.0,15,91.4,7,68.7,74,-.048,285,.5243,141,105.0,143,104.1,151,.3993,302
2014-02-26,3,Duke,ACC,23-6,.9386,124.1,2,97.9,57,66.9,160,-.037,263,.7008,10,108.1,28,100.4,10,.5986,75
2014-02-26,4,Virginia,ACC,24-5,.9366,112.4,41,88.9,3,61.6,344,+.032,106,.6621,36,107.6,44,101.5,38,.5542,118
2014-02-26,5,Creighton,BE,23-4,.9348,126.7,1,100.5,89,65.9,209,+.011,161,.6661,31,106.6,79,100.4,12,.5336,147
2014-02-26,6,Florida,SEC,26-2,.9331,116.6,13,92.8,10,62.6,334,+.064,45,.6585,40,107.1,60,101.2,23,.5901,82
2014-02-26,7,Wichita St.,MVC,30-0,.9303,116.7,10,93.2,14,65.6,230,+.009,164,.5306,132,105.3,128,104.1,157,.5614,108
2014-02-26,8,Kansas,B12,22-6,.9285,119.6,5,95.7,27,67.9,111,-.023,237,.7586,1,110.6,1,100.1,6,.7347,12
2014-02-26,9,Villanova,BE,25-3,.9252,117.3,7,94.2,20,67.0,153,+.111,9,.7028,8,110.2,2,102.2,65,.6026,68
2014-02-26,10,Syracuse,ACC,26-2,.9206,114.4,22,92.5,9,61.0,345,+.026,126,.6452,51,108.0,30,102.6,75,.4792,204
2014-02-26,11,Wisconsin,B10,23-5,.9165,119.3,6,96.9,44,64.0,294,+.026,127,.7238,4,108.0,32,99.3,2,.6004,71
2014-02-26,12,Iowa,B10,19-9,.9068,120.9,4,99.2,71,72.1,10,-.095,337,.6507,48,107.2,58,101.5,39,.3719,315
2014-02-26,13,Ohio St.,B10,22-7,.9058,107.9,110,88.7,2,64.5,279,-.037,265,.6558,41,107.7,39,101.8,51,.4334,265
2014-02-26,14,Michigan,B10,20-7,.9020,121.9,3,100.5,88,63.0,326,+.029,118,.7248,3,108.7,10,99.9,3,.5397,140
2014-02-26,15,Michigan St.,B10,22-6,.8997,116.3,14,96.1,34,66.5,178,+.008,167,.6917,19,108.1,24,100.8,16,.5295,151
2014-02-26,16,UCLA,P12,21-7,.8953,117.1,8,97.1,47,70.1,38,-.046,281,.6451,52,107.7,36,102.2,64,.4492,244
2014-02-26,17,Pittsburgh,ACC,21-7,.8925,113.8,27,94.7,23,63.8,306,-.056,299,.6345,63,106.2,92,101.3,28,.4135,293
2014-02-26,18,Kentucky,SEC,21-7,.8908,115.2,18,96.0,31,66.5,173,-.057,306,.6637,33,107.9,33,101.7,49,.6023,69
2014-02-26,19,North Carolina,ACC,21-7,.8871,112.5,38,94.0,19,71.2,22,+.003,173,.6765,24,108.2,21,101.5,40,.5434,135
2014-02-26,20,Cincinnati,Amer,24-4,.8855,108.5,97,90.8,6,63.0,324,+.067,42,.5549,116,105.4,121,103.4,111,.3957,305
2014-02-26,21,SMU,Amer,22-6,.8806,111.2,58,93.5,15,66.5,175,-.034,256,.5645,109,104.7,155,102.4,72,.4033,300
2014-02-26,22,VCU,A10,21-7,.8786,107.5,114,90.5,5,71.8,15,-.040,271,.6265,65,106.9,68,102.2,63,.5599,109
2014-02-26,23,Iowa St.,B12,22-5,.8705,113.8,28,96.4,38,71.8,14,+.072,39,.6881,20,109.6,4,102.3,71,.5454,131
2014-02-26,24,Connecticut,Amer,22-6,.8671,111.2,57,94.5,22,65.6,232,+.021,144,.6094,77,106.7,76,102.6,78,.5143,161
2014-02-26,25,Saint Louis,A10,25-3,.8624,105.0,169,89.5,4,67.8,115,+.038,92,.5776,101,105.7,108,102.8,87,.4925,185
2014-02-26,26,Tennessee,SEC,17-11,.8617,114.9,20,98.0,59,63.8,304,-.094,335,.6595,39,107.1,63,101.1,21,.5449,133
2014-02-26,27,Oklahoma St.,B12,18-10,.8576,113.7,30,97.3,49,69.0,66,-.098,339,.6415,56,107.6,43,102.3,68,.4342,263
2014-02-26,28,San Diego St.,MWC,24-3,.8543,107.2,119,91.9,8,65.4,244,+.087,26,.5645,108,106.2,99,103.8,128,.5914,81
2014-02-26,29,Gonzaga,WCC,24-6,.8535,111.3,54,95.5,26,66.0,205,-.017,222,.5746,103,107.4,51,104.6,179,.5465,127
2014-02-26,30,Oregon,P12,19-8,.8489,116.7,11,100.4,85,69.6,46,-.065,314,.6418,55,107.3,53,102.0,55,.4686,215
2014-02-26,31,Oklahoma,B12,20-8,.8427,116.8,9,100.9,95,71.9,12,-.002,183,.7019,9,108.6,15,100.8,15,.5058,170
2014-02-26,32,Florida St.,ACC,16-11,.8409,112.2,44,97.1,45,67.1,149,-.053,295,.7095,6,108.3,20,100.2,8,.5459,129
2014-02-26,33,Stanford,P12,18-9,.8376,112.3,42,97.4,50,67.7,117,-.005,189,.6764,25,108.3,18,101.6,41,.5622,106
2014-02-26,34,Texas,B12,21-7,.8369,111.7,50,96.9,43,69.3,58,+.110,11,.6801,22,108.6,13,101.7,47,.4734,210
2014-02-26,35,Utah,P12,18-9,.8365,111.5,51,96.8,42,65.9,212,-.122,346,.5666,107,105.7,110,103.2,106,.2614,350
2014-02-26,36,New Mexico,MWC,22-5,.8363,112.9,34,98.0,60,66.3,186,+.058,55,.5911,92,106.7,73,103.4,108,.5859,85
2014-02-26,37,St. John's,BE,18-11,.8331,107.5,115,93.5,16,67.9,110,-.050,291,.6599,38,108.7,9,102.6,79,.4302,270
2014-02-26,38,Arizona St.,P12,20-8,.8325,108.0,105,94.0,18,69.9,42,+.050,66,.6532,46,107.2,55,101.4,37,.4478,250
2014-02-26,39,George Washington,A10,20-7,.8262,109.3,83,95.4,25,68.0,101,+.039,88,.6142,74,106.2,93,102.0,56,.5047,173
2014-02-26,40,Harvard,Ivy,22-4,.8257,108.9,94,95.2,24,65.4,243,+.017,150,.4921,171,103.8,201,104.1,153,.5456,130
2014-02-26,41,Baylor,B12,18-10,.8247,115.6,17,101.0,96,63.3,320,-.017,218,.6992,12,109.0,5,101.3,34,.5032,176
2014-02-26,42,Kansas St.,B12,19-9,.8229,106.4,134,93.1,11,64.9,261,+.038,89,.6470,50,108.3,19,102.8,85,.4228,282
2014-02-26,43,Xavier,BE,19-9,.8197,112.8,35,98.9,65,65.6,231,+.033,105,.6632,34,107.4,50,101.2,27,.5029,177
2014-02-26,44,Massachusetts,A10,22-5,.8109,109.1,88,96.1,33,71.4,20,+.080,28,.6656,32,107.2,57,100.9,17,.6493,42
2014-02-26,45,Memphis,Amer,21-7,.8092,110.6,66,97.5,51,69.1,63,+.025,128,.5974,89,106.5,84,102.9,90,.5037,174
2014-02-26,46,Arkansas,SEC,19-9,.8021,109.0,93,96.5,39,72.3,8,-.030,247,.5906,93,106.5,87,103.1,99,.3799,311
2014-02-26,47,BYU,WCC,20-10,.7994,114.2,24,101.3,103,72.8,6,-.025,239,.6428,54,108.4,17,103.0,93,.6800,26
2014-02-26,48,Clemson,ACC,17-10,.7966,104.9,172,93.1,13,59.4,350,-.009,196,.6083,78,106.9,67,102.9,89,.3333,335
2014-02-26,49,Louisiana Tech,CUSA,23-6,.7962,108.0,108,95.9,30,71.4,21,+.004,172,.4281,241,102.5,286,105.1,208,.4421,259
2014-02-26,50,Maryland,ACC,15-13,.7922,108.4,98,96.5,40,69.4,52,-.059,309,.7003,11,108.1,23,100.5,13,.5449,134
2014-02-26,51,Minnesota,B10,18-11,.7908,113.5,32,101.1,99,64.7,273,-.011,205,.6940,16,107.4,49,100.0,5,.4606,231
2014-02-26,52,Green Bay,Horz,23-5,.7887,109.4,81,97.5,52,67.0,152,+.047,76,.5273,135,104.2,178,103.2,105,.5974,76
2014-02-26,53,Providence,BE,18-10,.7883,112.6,36,100.5,86,64.9,260,+.029,115,.6758,26,107.7,38,101.0,18,.5289,152
2014-02-26,54,Georgetown,BE,16-12,.7837,111.8,48,100.0,77,65.1,254,-.012,207,.6964,14,108.9,6,101.3,29,.5795,92
2014-02-26,55,Saint Joseph's,A10,20-7,.7778,110.2,73,98.8,64,65.7,226,+.106,13,.6127,75,106.2,94,102.1,61,.5304,149
2014-02-26,56,Vermont,AE,20-9,.7775,108.3,101,97.2,48,63.9,302,-.057,304,.4222,248,102.2,300,105.0,200,.7068,16
2014-02-26,57,Marquette,BE,17-11,.7774,110.4,69,99.0,68,67.0,156,-.004,187,.6481,49,107.6,42,102.0,59,.4666,220
2014-02-26,58,California,P12,18-10,.7766,111.4,53,100.0,78,67.6,123,+.041,82,.6668,30,108.4,16,102.0,57,.5078,167
2014-02-26,59,Nebraska,B10,16-11,.7738,106.8,126,96.0,32,66.3,185,+.050,67,.6875,21,107.1,62,100.0,4,.4831,198
