Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2022-01-27,1,Gonzaga,WCC,15-2,+31.77,123.3,2,91.5,17,73.2,3,-.051,274,+0.95,149,103.2,171,102.2,139,-1.93,238
2022-01-27,2,Baylor,B12,18-2,+30.62,119.0,5,88.4,6,67.4,167,-.006,196,+6.04,46,104.5,98,98.5,18,-3.89,289
2022-01-27,3,Arizona,P12,16-2,+28.37,116.8,11,88.4,7,73.5,2,-.003,190,+4.06,72,105.4,62,101.4,92,+0.79,162
2022-01-27,4,Houston,Amer,17-2,+27.26,117.9,8,90.6,14,64.9,302,-.000,186,+1.23,141,103.4,154,102.2,137,+1.36,137
2022-01-27,5,Villanova,BE,15-5,+27.17,118.5,6,91.3,16,60.8,356,-.006,194,+10.20,3,108.4,4,98.2,9,+9.33,16
2022-01-27,6,Purdue,B10,16-3,+26.59,124.1,1,97.6,67,66.6,225,-.014,210,+4.89,59,106.6,24,101.7,109,-2.29,249
2022-01-27,7,Kentucky,SEC,16-4,+26.54,119.8,4,93.3,26,68.5,110,-.067,299,+3.06,94,103.8,136,100.7,76,-4.66,307
2022-01-27,8,Auburn,SEC,19-1,+26.12,115.8,14,89.7,11,69.0,88,+.015,158,+7.26,26,106.4,28,99.1,33,+3.78,82
2022-01-27,9,Kansas,B12,17-2,+26.03,121.7,3,95.7,47,69.1,85,+.031,119,+8.91,13,105.3,69,96.3,1,+3.56,90
2022-01-27,10,UCLA,P12,14-2,+24.35,115.4,16,91.0,15,66.9,201,+.035,112,+6.62,32,106.9,21,100.2,52,+3.17,97
2022-01-27,11,Duke,ACC,16-3,+23.83,116.7,13,92.8,24,68.2,123,-.042,257,+2.18,115,105.3,66,103.2,189,-4.11,294
2022-01-27,12,LSU,SEC,16-4,+23.48,104.9,133,81.5,1,68.9,92,+.021,147,+8.15,16,107.7,9,99.6,37,-0.90,208
2022-01-27,13,Texas Tech,B12,15-5,+22.90,110.0,58,87.1,4,65.6,275,-.035,245,+4.11,69,104.8,84,100.7,74,-9.61,353
2022-01-27,14,Tennessee,SEC,14-5,+22.66,110.9,49,88.2,5,68.7,103,+.017,154,+9.25,10,106.2,42,96.9,2,+2.58,110
2022-01-27,15,Texas,B12,15-5,+22.15,112.3,34,90.1,13,62.1,348,-.054,281,+1.64,126,102.9,184,101.2,86,-9.65,354
