Date,Rank,Team,Conf,W-L,AdjEM,AdjO,AdjO_Rk,AdjD,AdjD_Rk,AdjT,AdjT_Rk,Luck,Luck_Rk,SOS_AdjEM,SOS_AdjEM_Rk,OppO,OppO_Rk,OppD,OppD_Rk,NC_SOS_AdjEM,NC_SOS_AdjEM_Rk
2022-01-18,1,Gonzaga,WCC,14-2,+31.59,124.0,2,92.5,17,74.5,3,-.057,289,-0.03,184,102.9,209,102.9,162,-1.88,233
2022-01-18,2,Baylor,B12,15-2,+28.05,118.8,7,90.7,11,68.8,152,-.014,204,+3.71,69,103.7,156,100.0,34,-3.60,287
2022-01-18,3,Villanova,BE,13-4,+27.70,118.9,6,91.2,13,62.1,355,+.016,157,+11.61,2,109.9,2,98.3,5,+8.84,17
2022-01-18,4,Purdue,B10,15-2,+27.22,124.3,1,97.1,64,68.1,186,+.016,155,+4.48,55,107.1,16,102.6,139,-1.42,220
2022-01-18,5,Kentucky,SEC,14-3,+27.10,121.0,4,93.9,26,69.6,116,-.091,320,-0.60,206,102.3,253,102.9,161,-4.95,311
2022-01-18,6,Houston,Amer,15-2,+26.56,118.5,8,92.0,16,65.9,311,+.001,181,+2.55,100,104.3,118,101.8,90,+1.40,138
2022-01-18,7,Arizona,P12,14-1,+26.16,116.3,13,90.1,9,74.6,2,+.007,173,+1.11,140,104.2,124,103.1,170,+0.22,171
2022-01-18,8,Kansas,B12,14-2,+26.12,120.5,5,94.4,33,70.6,70,-.017,212,+6.28,30,104.5,106,98.2,2,+2.72,103
2022-01-18,9,Auburn,SEC,16-1,+26.12,116.2,15,90.1,7,71.4,49,-.000,186,+7.82,17,106.5,34,98.7,11,+4.10,64
2022-01-18,10,Duke,ACC,14-2,+24.56,117.1,10,92.6,19,70.0,98,-.031,244,+0.43,163,104.7,90,104.3,248,-3.99,293
2022-01-18,11,LSU,SEC,15-2,+24.31,106.9,103,82.6,1,70.3,77,+.047,107,+5.70,40,106.9,19,101.2,63,-0.93,204
2022-01-18,12,Illinois,B10,13-4,+23.56,116.8,11,93.2,22,68.1,189,-.004,195,+6.74,27,106.9,21,100.1,39,+2.21,120
