id,season,week,seasonType,startDate,completed,neutralSite,conferenceGame,venue,homeTeam,homeConference,homePoints,homeLineScores,awayTeam,awayConference,awayPoints,awayLineScores
401426532,2022,1,regular,2022-08-27T16:00:00.000Z,1,0,0,Houchens Industries-L.T. Smith Stadium,Western Kentucky,Conference USA,38,"[7, 14, 0, 17]",Austin Peay,Atlantic Sun,27,"[10, 7, 3, 7]"
401405059,2022,1,regular,2022-08-27T16:30:00.000Z,1,1,1,Aviva Stadium,Northwestern,Big Ten,31,"[3, 14, 7, 7]",Nebraska,Big Ten,28,"[7, 7, 14, 0]"
401413256,2022,1,regular,2022-08-27T19:30:00.000Z,1,0,0,Allegiant Stadium,UNLV,Mountain West,52,"[10, 35, 0, 7]",Idaho State,Big Sky,21,"[7, 0, 7, 7]"
401405058,2022,1,regular,2022-08-27T20:00:00.000Z,1,0,0,"Memorial Stadium (Champaign, IL)",Illinois,Big Ten,38,"[7, 10, 7, 14]",Wyoming,Mountain West,6,"[3, 0, 3, 0]"
401404146,2022,1,regular,2022-08-27T20:00:00.000Z,1,0,0,Maverik Stadium,Utah State,Mountain West,31,"[0, 24, 0, 7]",UConn,FBS Independents,20,"[14, 0, 0, 6]"
401411090,2022,1,regular,2022-08-27T21:00:00.000Z,1,0,0,Doak Campbell Stadium,Florida State,ACC,47,"[20, 6, 14, 7]",Duquesne,NEC,7,"[0, 0, 7, 0]"
401426530,2022,1,regular,2022-08-27T23:00:00.000Z,1,0,1,FAU Stadium,Florida Atlantic,Conference USA,43,"[10, 16, 7, 10]",Charlotte,Conference USA,13,"[7, 0, 6, 0]"
401411091,2022,1,regular,2022-08-28T00:15:00.000Z,1,0,0,Kenan Stadium,North Carolina,ACC,56,"[14, 14, 7, 21]",Florida A&M,SWAC,24,"[7, 7, 10, 0]"
401426531,2022,1,regular,2022-08-28T01:00:00.000Z,1,0,1,Sun Bowl,UTEP,Conference USA,13,"[0, 13, 0, 0]",North Texas,Conference USA,31,"[0, 14, 14, 3]"
401409235,2022,1,regular,2022-08-28T02:00:00.000Z,1,0,0,Aggie Memorial Stadium,New Mexico State,FBS Independents,12,"[0, 2, 7, 3]",Nevada,Mountain West,23,"[0, 17, 0, 6]"
401403853,2022,1,regular,2022-08-28T02:30:00.000Z,1,0,0,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,10,"[7, 3, 0, 0]",Vanderbilt,SEC,63,"[14, 7, 35, 7]"
401416568,2022,1,regular,2022-09-01T22:00:00.000Z,1,0,0,InfoCision Stadium,Akron,Mid-American,30,"[3, 7, 7, 6, 7]",St. Francis (PA),NEC,23,"[3, 10, 3, 7, 0]"
401416569,2022,1,regular,2022-09-01T23:00:00.000Z,1,0,0,Boone Pickens Stadium,Oklahoma State,Big 12,58,"[16, 28, 7, 7]",Central Michigan,Mid-American,44,"[7, 8, 7, 22]"
401441990,2022,1,regular,2022-09-01T23:00:00.000Z,1,0,0,Glass Bowl,Toledo,Mid-American,37,"[3, 17, 0, 17]",Long Island University,NEC,0,"[0, 0, 0, 0]"
401426533,2022,1,regular,2022-09-01T23:00:00.000Z,1,0,0,FIU Stadium,Florida International,Conference USA,38,"[0, 6, 0, 24, 8]",Bryant,Big South,37,"[9, 7, 0, 14, 7]"
401415610,2022,1,regular,2022-09-01T23:00:00.000Z,1,0,0,FBC Mortgage Stadium,UCF,American Athletic,56,"[21, 7, 14, 14]",South Carolina State,MEAC,10,"[0, 3, 7, 0]"
401403864,2022,1,regular,2022-09-01T23:00:00.000Z,1,0,0,Neyland Stadium,Tennessee,SEC,59,"[17, 21, 14, 7]",Ball State,Mid-American,10,"[0, 0, 7, 3]"
401411092,2022,1,regular,2022-09-01T23:00:00.000Z,1,0,0,Acrisure Stadium,Pittsburgh,ACC,38,"[3, 7, 14, 14]",West Virginia,Big 12,31,"[0, 10, 7, 14]"
401411093,2022,1,regular,2022-09-01T23:30:00.000Z,1,0,0,Allegacy Federal Credit Union Stadium,Wake Forest,ACC,44,"[17, 6, 14, 7]",VMI,Southern,10,"[0, 3, 7, 0]"
401416592,2022,1,regular,2022-09-02T00:00:00.000Z,1,0,0,Huskie Stadium,Northern Illinois,Mid-American,34,"[7, 14, 7, 6]",Eastern Illinois,OVC,27,"[3, 3, 7, 14]"
401426537,2022,1,regular,2022-09-02T00:00:00.000Z,1,0,0,Memorial Stadium,Missouri,SEC,52,"[0, 24, 14, 14]",Louisiana Tech,Conference USA,24,"[3, 7, 0, 14]"
401405064,2022,1,regular,2022-09-02T00:00:00.000Z,1,0,1,Ross-Ade Stadium,Purdue,Big Ten,31,"[3, 7, 14, 7]",Penn State,Big Ten,35,"[0, 21, 0, 14]"
