id,season,week,seasonType,startDate,completed,neutralSite,conferenceGame,venue,homeTeam,homeConference,homePoints,homeLineScores,awayTeam,awayConference,awayPoints,awayLineScores
401635525,2024,1,regular,2024-08-24T16:00:00.000Z,1,1,1,Aviva Stadium,Georgia Tech,ACC,24.0,"[7, 7, 0, 10]",Florida State,ACC,21.0,"[8, 6, 0, 7]"
401643697,2024,1,regular,2024-08-24T20:00:00.000Z,1,0,0,University Stadium (NM),New Mexico,Mountain West,31.0,"[10, 14, 7, 0]",Montana State,Big Sky,35.0,"[0, 14, 0, 21]"
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,1,0,0,Mackay Stadium,Nevada,Mountain West,24.0,"[7, 10, 7, 0]",SMU,ACC,29.0,"[0, 10, 3, 16]"
401643858,2024,1,regular,2024-08-25T03:59:00.000Z,1,0,0,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,35.0,"[14, 0, 7, 14]",Delaware State,MEAC,14.0,"[0, 7, 7, 0]"
401628458,2024,1,regular,2024-08-29T22:00:00.000Z,1,0,0,SHI Stadium,Rutgers,Big Ten,44.0,"[7, 10, 14, 13]",Howard,MEAC,7.0,"[0, 7, 0, 0]"
401628582,2024,1,regular,2024-08-29T23:00:00.000Z,1,0,0,FBC Mortgage Stadium,UCF,Big 12,57.0,"[6, 23, 28, 0]",New Hampshire,CAA,3.0,"[0, 3, 0, 0]"
401644730,2024,1,regular,2024-08-29T23:00:00.000Z,1,0,0,Kelly/Shorts Stadium,Central Michigan,Mid-American,66.0,"[14, 28, 24, 0]",Central Connecticut,NEC,10.0,"[7, 0, 3, 0]"
401634299,2024,1,regular,2024-08-29T23:00:00.000Z,1,0,0,Carter-Finley Stadium,NC State,ACC,38.0,"[7, 7, 3, 21]",Western Carolina,Southern,21.0,"[14, 0, 7, 0]"
401628581,2024,1,regular,2024-08-29T23:00:00.000Z,1,0,0,Allegacy Federal Credit Union Stadium,Wake Forest,ACC,45.0,"[7, 10, 21, 7]",North Carolina A&T,CAA,13.0,"[7, 3, 0, 3]"
401636387,2024,1,regular,2024-08-29T23:00:00.000Z,1,0,0,Malone Stadium,UL Monroe,Sun Belt,30.0,"[7, 7, 7, 9]",Jackson State,SWAC,14.0,"[0, 7, 7, 0]"
401644729,2024,1,regular,2024-08-29T23:00:00.000Z,1,0,0,Doyt L. Perry Stadium,Bowling Green,Mid-American,41.0,"[20, 7, 7, 7]",Fordham,Patriot,17.0,"[0, 3, 7, 7]"
