id,season,week,seasonType,startDate,completed,neutralSite,conferenceGame,venue,homeTeam,homeConference,homePoints,homeLineScores,awayTeam,awayConference,awayPoints,awayLineScores
302450154,2010,1,regular,2010-09-02T22:30:00.000Z,1,0,0,Allegacy Federal Credit Union Stadium,Wake Forest,ACC,53,"[21, 14, 2, 16]",Presbyterian,Big South,13,"[0, 7, 6, 0]"
302452117,2010,1,regular,2010-09-02T23:00:00.000Z,1,0,0,Kelly/Shorts Stadium,Central Michigan,Mid-American,33,"[16, 7, 3, 7]",Hampton,MEAC,0,"[0, 0, 0, 0]"
302452084,2010,1,regular,2010-09-02T23:00:00.000Z,1,0,0,UB Stadium,Buffalo,Mid-American,31,"[3, 21, 7, 0]",Rhode Island,CAA,0,"[0, 0, 0, 0]"
302452050,2010,1,regular,2010-09-02T23:00:00.000Z,1,0,0,Scheumann Stadium,Ball State,Mid-American,27,"[7, 0, 17, 3]",Southeast Missouri State,OVC,10,"[7, 0, 0, 3]"
302452309,2010,1,regular,2010-09-02T23:00:00.000Z,1,0,0,Dix Stadium,Kent State,Mid-American,41,"[17, 7, 10, 7]",Murray State,OVC,10,"[7, 3, 0, 0]"
302450084,2010,1,regular,2010-09-02T23:30:00.000Z,1,0,0,"Memorial Stadium (Bloomington, IN)",Indiana,Big Ten,51,"[17, 21, 10, 3]",Towson,CAA,17,"[0, 14, 0, 3]"
302450194,2010,1,regular,2010-09-02T23:30:00.000Z,1,0,0,Ohio Stadium,Ohio State,Big Ten,45,"[21, 14, 7, 3]",Marshall,Conference USA,7,"[7, 0, 0, 0]"
302452393,2010,1,regular,2010-09-02T23:30:00.000Z,1,0,0,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Sun Belt,17,"[0, 14, 3, 0]",Minnesota,Big Ten,24,"[7, 7, 0, 10]"
302452579,2010,1,regular,2010-09-02T23:30:00.000Z,1,0,0,Williams-Brice Stadium,South Carolina,SEC,41,"[7, 17, 10, 7]",Southern Miss,Conference USA,13,"[3, 3, 0, 7]"
302450164,2010,1,regular,2010-09-02T23:30:00.000Z,1,1,0,High Point Solutions Stadium,Rutgers,Big East,31,"[3, 3, 15, 10]",Norfolk State,MEAC,0,"[0, 0, 0, 0]"
302452390,2010,1,regular,2010-09-02T23:30:00.000Z,1,0,0,Hard Rock Stadium,Miami,ACC,45,"[14, 21, 7, 3]",Florida A&M,MEAC,0,"[0, 0, 0, 0]"
302450005,2010,1,regular,2010-09-03T00:00:00.000Z,1,0,0,Legion Field,UAB,Conference USA,31,"[14, 7, 7, 3]",Florida Atlantic,Sun Belt,32,"[0, 12, 14, 6]"
302450066,2010,1,regular,2010-09-03T00:00:00.000Z,1,0,0,Jack Trice Stadium,Iowa State,Big 12,27,"[7, 10, 0, 10]",Northern Illinois,Mid-American,10,"[0, 0, 3, 7]"
302452655,2010,1,regular,2010-09-03T00:00:00.000Z,1,1,0,Caesars Superdome,Tulane,Conference USA,27,"[7, 10, 0, 10]",SE Louisiana,Southland,21,"[7, 0, 7, 7]"
302450254,2010,1,regular,2010-09-03T00:30:00.000Z,1,0,0,Rice-Eccles Stadium,Utah,Mountain West,27,"[0, 14, 3, 7, 3]",Pittsburgh,Big East,24,"[0, 7, 3, 14, 0]"
