id,season,week,seasonType,startDate,completed,neutralSite,conferenceGame,venue,homeTeam,homeConference,homePoints,homeLineScores,awayTeam,awayConference,awayPoints,awayLineScores
312440097,2011,1,regular,2011-09-01T22:00:00.000Z,1,0,0,L&N Federal Credit Union Stadium,Louisville,Big East,21,"[14, 7, 0, 0]",Murray State,OVC,9,"[0, 3, 0, 6]"
312442229,2011,1,regular,2011-09-01T23:00:00.000Z,1,0,1,FIU Stadium,Florida International,Sun Belt,41,"[28, 3, 7, 3]",North Texas,Sun Belt,16,"[0, 7, 0, 9]"
312440218,2011,1,regular,2011-09-01T23:00:00.000Z,1,0,0,Lincoln Financial Field,Temple,Mid-American,42,"[7, 14, 14, 7]",Villanova,CAA,7,"[0, 0, 0, 7]"
312442649,2011,1,regular,2011-09-01T23:00:00.000Z,1,0,0,Glass Bowl,Toledo,Mid-American,58,"[17, 13, 14, 14]",New Hampshire,CAA,22,"[0, 8, 7, 7]"
312442117,2011,1,regular,2011-09-01T23:00:00.000Z,1,0,0,Kelly/Shorts Stadium,Central Michigan,Mid-American,21,"[7, 7, 7, 0]",South Carolina State,MEAC,6,"[3, 3, 0, 0]"
312440164,2011,1,regular,2011-09-01T23:30:00.000Z,1,1,0,High Point Solutions Stadium,Rutgers,Big East,48,"[7, 14, 24, 3]",North Carolina Central,MEAC,0,"[0, 0, 0, 0]"
312440059,2011,1,regular,2011-09-01T23:30:00.000Z,1,0,0,Bobby Dodd Stadium,Georgia Tech,ACC,63,"[28, 14, 14, 7]",Western Carolina,Southern,21,"[0, 21, 0, 0]"
312440254,2011,1,regular,2011-09-02T00:00:00.000Z,1,0,0,Rice-Eccles Stadium,Utah,Pac-12,27,"[17, 7, 3, 0]",Montana State,Big Sky,10,"[0, 7, 0, 3]"
312440183,2011,1,regular,2011-09-02T00:00:00.000Z,1,0,0,JMA Wireless Dome,Syracuse,Big East,36,"[0, 7, 7, 15, 7]",Wake Forest,ACC,29,"[3, 17, 6, 3, 0]"
312440235,2011,1,regular,2011-09-02T00:00:00.000Z,1,0,0,Simmons Bank Liberty Stadium,Memphis,Conference USA,14,"[0, 7, 0, 7]",Mississippi State,SEC,59,"[17, 14, 14, 14]"
312440275,2011,1,regular,2011-09-02T00:00:00.000Z,1,0,0,Camp Randall Stadium,Wisconsin,Big Ten,51,"[20, 17, 14, 0]",UNLV,Mountain West,17,"[0, 3, 7, 7]"
312440070,2011,1,regular,2011-09-02T01:00:00.000Z,1,0,0,Kibbie Dome,Idaho,Western Athletic,15,"[7, 0, 0, 8]",Bowling Green,Mid-American,32,"[14, 16, 0, 2]"
