id,season,week,seasonType,startDate,completed,neutralSite,conferenceGame,venue,homeTeam,homeConference,homePoints,homeLineScores,awayTeam,awayConference,awayPoints,awayLineScores
401110723,2019,1,regular,2019-08-24T23:00:00.000Z,1,1,0,Camping World Stadium,Florida,SEC,24,"[7, 0, 10, 7]",Miami,ACC,20,"[3, 10, 0, 7]"
401114164,2019,1,regular,2019-08-25T02:30:00.000Z,1,0,0,Aloha Stadium,Hawai'i,Mountain West,45,"[14, 14, 7, 10]",Arizona,Pac-12,38,"[0, 21, 14, 3]"
401119255,2019,1,regular,2019-08-29T23:00:00.000Z,1,0,0,UB Stadium,Buffalo,Mid-American,38,"[21, 7, 10, 0]",Robert Morris,NEC,10,"[7, 3, 0, 0]"
401119254,2019,1,regular,2019-08-29T23:00:00.000Z,1,0,0,Doyt L. Perry Stadium,Bowling Green,Mid-American,46,"[13, 17, 7, 9]",Morgan State,MEAC,3,"[0, 3, 0, 0]"
401117854,2019,1,regular,2019-08-29T23:00:00.000Z,1,0,0,Nippert Stadium,Cincinnati,American Athletic,24,"[7, 3, 7, 7]",UCLA,Pac-12,14,"[0, 7, 7, 0]"
401117855,2019,1,regular,2019-08-29T23:00:00.000Z,1,0,0,Pratt & Whitney Stadium,UConn,American Athletic,24,"[7, 3, 14, 0]",Wagner,NEC,21,"[0, 0, 14, 7]"
401114246,2019,1,regular,2019-08-29T23:30:00.000Z,1,0,0,Houchens Industries-L.T. Smith Stadium,Western Kentucky,Conference USA,28,"[14, 7, 7, 0]",Central Arkansas,Southland,35,"[0, 14, 0, 21]"
401135910,2019,1,regular,2019-08-29T23:30:00.000Z,1,0,0,Jerry Richardson Stadium,Charlotte,Conference USA,49,"[7, 28, 7, 7]",Gardner-Webb,Big South,28,"[0, 14, 7, 7]"
401117853,2019,1,regular,2019-08-29T23:30:00.000Z,1,0,0,FBC Mortgage Stadium,UCF,American Athletic,62,"[17, 31, 7, 7]",Florida A&M,MEAC,0,"[0, 0, 0, 0]"
401114236,2019,1,regular,2019-08-30T00:00:00.000Z,1,0,0,Yulman Stadium,Tulane,American Athletic,42,"[7, 21, 14, 0]",Florida International,Conference USA,14,"[0, 7, 7, 0]"
401111653,2019,1,regular,2019-08-30T00:00:00.000Z,1,0,1,"Memorial Stadium (Clemson, SC)",Clemson,ACC,52,"[14, 14, 14, 10]",Georgia Tech,ACC,14,"[0, 0, 7, 7]"
401114237,2019,1,regular,2019-08-30T00:00:00.000Z,1,0,0,Legion Field,UAB,Conference USA,24,"[14, 10, 0, 0]",Alabama State,SWAC,19,"[13, 0, 6, 0]"
401110731,2019,1,regular,2019-08-30T00:30:00.000Z,1,0,0,Kyle Field,Texas A&M,SEC,41,"[14, 14, 3, 10]",Texas State,Sun Belt,7,"[0, 0, 0, 7]"
401119253,2019,1,regular,2019-08-30T00:50:00.000Z,1,0,0,Kelly/Shorts Stadium,Central Michigan,Mid-American,38,"[7, 17, 7, 7]",UAlbany,CAA,21,"[0, 7, 7, 7]"
401112229,2019,1,regular,2019-08-30T01:00:00.000Z,1,0,0,Huntington Bank Stadium,Minnesota,Big Ten,28,"[0, 13, 7, 8]",South Dakota State,MVFC,21,"[0, 7, 14, 0]"
401117493,2019,1,regular,2019-08-30T02:00:00.000Z,1,0,0,CEFCU Stadium,San José State,Mountain West,35,"[14, 7, 7, 7]",Northern Colorado,Big Sky,18,"[3, 3, 9, 3]"
401114153,2019,1,regular,2019-08-30T02:00:00.000Z,1,0,0,Mountain America Stadium,Arizona State,Pac-12,30,"[10, 0, 17, 3]",Kent State,Mid-American,7,"[0, 0, 0, 7]"
401114223,2019,1,regular,2019-08-30T02:15:00.000Z,1,0,0,LaVell Edwards Stadium,BYU,FBS Independents,12,"[0, 6, 0, 6]",Utah,Pac-12,30,"[3, 6, 7, 14]"
401114238,2019,1,regular,2019-08-30T22:00:00.000Z,1,0,0,Michie Stadium,Army,FBS Independents,14,"[0, 7, 0, 7]",Rice,Conference USA,7,"[0, 7, 0, 0]"
401112212,2019,1,regular,2019-08-30T23:00:00.000Z,1,0,0,Spartan Stadium,Michigan State,Big Ten,28,"[7, 18, 3, 0]",Tulsa,American Athletic,7,"[0, 7, 0, 0]"
401112264,2019,1,regular,2019-08-30T23:15:00.000Z,1,0,0,High Point Solutions Stadium,Rutgers,Big Ten,48,"[7, 31, 3, 7]",Massachusetts,FBS Independents,21,"[21, 0, 0, 0]"
401117856,2019,1,regular,2019-08-30T23:55:00.000Z,1,0,0,Raymond James Stadium,South Florida,American Athletic,0,"[0, 0, 0, 0]",Wisconsin,Big Ten,49,"[7, 21, 14, 7]"
401112430,2019,1,regular,2019-08-31T00:00:00.000Z,1,0,0,Allegacy Federal Credit Union Stadium,Wake Forest,ACC,38,"[10, 7, 14, 7]",Utah State,Mountain West,35,"[7, 14, 7, 7]"
401112262,2019,1,regular,2019-08-31T01:30:00.000Z,1,0,0,Mackay Stadium,Nevada,Mountain West,34,"[0, 7, 10, 17]",Purdue,Big Ten,31,"[10, 14, 7, 0]"
401114184,2019,1,regular,2019-08-31T02:00:00.000Z,1,1,0,Sports Authority Field at Mile High,Colorado,Pac-12,52,"[7, 17, 14, 14]",Colorado State,Mountain West,31,"[7, 14, 3, 7]"
401112122,2019,1,regular,2019-08-31T02:30:00.000Z,1,0,0,Reser Stadium,Oregon State,Pac-12,36,"[10, 6, 7, 13]",Oklahoma State,Big 12,52,"[7, 24, 14, 7]"
401112201,2019,1,regular,2019-08-31T16:00:00.000Z,1,0,0,SECU Stadium,Maryland,Big Ten,79,"[28, 28, 16, 7]",Howard,MEAC,0,"[0, 0, 0, 0]"
401112085,2019,1,regular,2019-08-31T16:00:00.000Z,1,0,0,Jack Trice Stadium,Iowa State,Big 12,29,"[3, 0, 7, 3, 3, 7, 6]",Northern Iowa,MVFC,26,"[0, 0, 13, 0, 3, 7, 3]"
401112432,2019,1,regular,2019-08-31T16:00:00.000Z,1,0,0,Carter-Finley Stadium,NC State,ACC,34,"[7, 10, 7, 10]",East Carolina,American Athletic,6,"[3, 0, 0, 3]"
401112431,2019,1,regular,2019-08-31T16:00:00.000Z,1,0,0,Doak Campbell Stadium,Florida State,ACC,31,"[21, 10, 0, 0]",Boise State,Mountain West,36,"[6, 13, 7, 10]"
401112157,2019,1,regular,2019-08-31T16:00:00.000Z,1,1,0,Lucas Oil Stadium,Ball State,Mid-American,24,"[3, 7, 7, 7]",Indiana,Big Ten,34,"[10, 6, 7, 11]"
401112145,2019,1,regular,2019-08-31T16:00:00.000Z,1,0,0,"Memorial Stadium (Champaign, IL)",Illinois,Big Ten,42,"[14, 14, 14, 0]",Akron,Mid-American,3,"[3, 0, 0, 0]"
401110727,2019,1,regular,2019-08-31T16:00:00.000Z,1,1,0,Caesars Superdome,Louisiana,Sun Belt,28,"[7, 7, 0, 14]",Mississippi State,SEC,38,"[7, 14, 7, 10]"
401110726,2019,1,regular,2019-08-31T16:00:00.000Z,1,0,0,Simmons Bank Liberty Stadium,Memphis,American Athletic,15,"[7, 6, 0, 2]",Ole Miss,SEC,10,"[0, 0, 3, 7]"
