id,season,week,season_type,start_date,completed,neutral_site,conference_game,venue_id,venue,home_id,home_team,home_conference,home_points,away_id,away_team,away_conference,away_points
400869090,2016,1,regular,2016-08-27T02:00:00.000Z,True,True,False,5221,ANZ Stadium,25,California,Pac-12,51,62,Hawai'i,Mountain West,31
400869421,2016,1,regular,2016-09-01T23:00:00.000Z,True,False,False,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,ACC,7,2655,Tulane,American Athletic,3
400869257,2016,1,regular,2016-09-01T23:00:00.000Z,True,False,False,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,49,2506,Presbyterian,Big South,3
400869341,2016,1,regular,2016-09-01T23:00:00.000Z,True,False,False,3873,L&N Federal Credit Union Stadium,97,Louisville,ACC,70,2429,Charlotte,Conference USA,14
400869503,2016,1,regular,2016-09-01T23:00:00.000Z,True,False,False,3892,Pratt & Whitney Stadium,41,UConn,American Athletic,24,311,Maine,CAA,21
400869502,2016,1,regular,2016-09-01T23:00:00.000Z,True,False,False,3854,Nippert Stadium,2132,Cincinnati,American Athletic,28,2630,UT Martin,OVC,7
400869342,2016,1,regular,2016-09-01T23:30:00.000Z,True,False,False,218,FIU Stadium,2229,Florida International,Conference USA,13,84,Indiana,Big Ten,34
400868977,2016,1,regular,2016-09-01T23:30:00.000Z,True,False,False,3853,Neyland Stadium,2633,Tennessee,SEC,20,2026,App State,Sun Belt,13
400869422,2016,1,regular,2016-09-01T23:30:00.000Z,True,False,False,3670,Carter-Finley Stadium,152,NC State,ACC,48,2729,William & Mary,CAA,14
400868968,2016,1,regular,2016-09-02T00:00:00.000Z,True,False,True,3973,FirstBank Stadium,238,Vanderbilt,SEC,10,2579,South Carolina,SEC,13
400869347,2016,1,regular,2016-09-02T00:00:00.000Z,True,False,True,3796,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,Conference USA,46,242,Rice,Conference USA,14
400869091,2016,1,regular,2016-09-02T00:00:00.000Z,True,False,False,587,Rice-Eccles Stadium,254,Utah,Pac-12,24,253,Southern Utah,Big Sky,0
400869173,2016,1,regular,2016-09-02T00:00:00.000Z,True,False,False,3905,Maverik Stadium,328,Utah State,Mountain West,45,2692,Weber State,Big Sky,6
400869725,2016,1,regular,2016-09-02T01:00:00.000Z,True,False,False,3791,Kibbie Dome,70,Idaho,Sun Belt,20,147,Montana State,Big Sky,17
400869092,2016,1,regular,2016-09-02T01:00:00.000Z,True,False,False,3953,Huntington Bank Stadium,135,Minnesota,Big Ten,30,204,Oregon State,Pac-12,23
400869177,2016,1,regular,2016-09-02T01:00:00.000Z,True,False,False,3971,University Stadium (NM),167,New Mexico,Mountain West,48,233,South Dakota,MVFC,21
400869174,2016,1,regular,2016-09-02T02:00:00.000Z,True,True,False,3914,Sam Boyd Stadium,2439,UNLV,Mountain West,63,2296,Jackson State,SWAC,13
400869263,2016,1,regular,2016-09-02T22:00:00.000Z,True,False,False,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,61,2400,Mississippi Valley State,SWAC,14
400869423,2016,1,regular,2016-09-02T23:00:00.000Z,True,False,False,1964,JMA Wireless Dome,183,Syracuse,ACC,33,2142,Colgate,Patriot,7
400869258,2016,1,regular,2016-09-02T23:00:00.000Z,True,False,False,3495,Georgia Dome,2247,Georgia State,Sun Belt,21,2050,Ball State,Mid-American,31
400869651,2016,1,regular,2016-09-02T23:00:00.000Z,True,False,False,3936,Spartan Stadium,127,Michigan State,Big Ten,28,231,Furman,Southern,13
400869259,2016,1,regular,2016-09-02T23:00:00.000Z,True,False,False,3965,UB Stadium,2084,Buffalo,Mid-American,16,399,UAlbany,CAA,22
