season,seasonType,week,poll,rank,team,conference,points
2023,regular,9,AFCA Division II Coaches Poll,20,Shepherd,Pennsylvania State Athletic,192
2023,regular,9,AFCA Division II Coaches Poll,21,Truman State,Great Lakes,133
2023,regular,9,AFCA Division II Coaches Poll,22,UT Permian Basin,Lone Star,115
2023,regular,9,AFCA Division II Coaches Poll,23,Virginia Union,CIAA,113
2023,regular,9,AFCA Division II Coaches Poll,24,Valdosta State,Gulf South,81
2023,regular,9,AFCA Division II Coaches Poll,25,Minnesota Duluth,Northern Sun,56
2023,regular,9,AFCA Division III Coaches Poll,1,North Central College,CCIW,1199
2023,regular,9,AFCA Division III Coaches Poll,2,University of Mount Union,Ohio,1152
2023,regular,9,AFCA Division III Coaches Poll,3,Wartburg,American Rivers,1100
2023,regular,9,AFCA Division III Coaches Poll,4,Linfield College,Northwest,1003
2023,regular,9,AFCA Division III Coaches Poll,5,Trinity University TX,Southern Athletic,954
2023,regular,9,AFCA Division III Coaches Poll,6,Wisconsin-Whitewater,Wisconsin,928
2023,regular,9,AFCA Division III Coaches Poll,7,Johns Hopkins University,Centennial,886
2023,regular,9,AFCA Division III Coaches Poll,8,Wisconsin-Lacrosse,Wisconsin,875
2023,regular,9,AFCA Division III Coaches Poll,9,Randolph-Macon,Old Dominion,806
2023,regular,9,AFCA Division III Coaches Poll,10,Wisconsin-River Falls,Wisconsin,770
2023,regular,9,AFCA Division III Coaches Poll,11,Aurora,NACC,707
2023,regular,9,AFCA Division III Coaches Poll,12,Susquehanna,Landmark Conference,677
2023,regular,9,AFCA Division III Coaches Poll,13,Wheaton,CCIW,605
2023,regular,9,AFCA Division III Coaches Poll,14,Alma,Michigan,546
2023,regular,9,AFCA Division III Coaches Poll,15,John Carroll University,Ohio,521
2023,regular,9,AFCA Division III Coaches Poll,16,Muhlenberg,Centennial,433
2023,regular,9,AFCA Division III Coaches Poll,17,Ithaca College,Liberty League,417
2023,regular,9,AFCA Division III Coaches Poll,18,Cortland,Empire 8,375
2023,regular,9,AFCA Division III Coaches Poll,19,Endicott College,Commonwealth Coast,300
2023,regular,9,AFCA Division III Coaches Poll,20,Saint John's (MN),Minnesota,255
2023,regular,9,AFCA Division III Coaches Poll,21,Grove City College,Presidents',224
2023,regular,9,AFCA Division III Coaches Poll,22,Hardin-Simmons,American Southwest,217
2023,regular,9,AFCA Division III Coaches Poll,23,Depauw,North Coast,175
2023,regular,9,AFCA Division III Coaches Poll,24,Delaware Valley,Mid Atlantic,94
2023,regular,9,AFCA Division III Coaches Poll,25,Mary Hardin-Baylor,American Southwest,88
2023,regular,9,AP Top 25,1,Georgia,SEC,1536
2023,regular,9,AP Top 25,2,Michigan,Big Ten,1504
2023,regular,9,AP Top 25,3,Ohio State,Big Ten,1454
2023,regular,9,AP Top 25,4,Florida State,ACC,1408
2023,regular,9,AP Top 25,5,Washington,Pac-12,1325
2023,regular,9,AP Top 25,6,Oklahoma,Big 12,1267
2023,regular,9,AP Top 25,7,Texas,Big 12,1150
2023,regular,9,AP Top 25,8,Oregon,Pac-12,1133
2023,regular,9,AP Top 25,9,Alabama,SEC,1071
2023,regular,9,AP Top 25,10,Penn State,Big Ten,999
2023,regular,9,AP Top 25,11,Oregon State,Pac-12,922
2023,regular,9,AP Top 25,12,Ole Miss,SEC,889
2023,regular,9,AP Top 25,13,Utah,Pac-12,868
2023,regular,9,AP Top 25,14,Notre Dame,FBS Independents,718
2023,regular,9,AP Top 25,15,LSU,SEC,687
2023,regular,9,AP Top 25,16,Missouri,SEC,594
2023,regular,9,AP Top 25,17,North Carolina,ACC,506
2023,regular,9,AP Top 25,18,Louisville,ACC,420
2023,regular,9,AP Top 25,19,Air Force,Mountain West,395
2023,regular,9,AP Top 25,20,Duke,ACC,371
2023,regular,9,AP Top 25,21,Tennessee,SEC,306
2023,regular,9,AP Top 25,22,Tulane,American Athletic,248
2023,regular,9,AP Top 25,23,UCLA,Pac-12,243
2023,regular,9,AP Top 25,24,USC,Pac-12,193
2023,regular,9,AP Top 25,25,James Madison,Sun Belt,167
2023,regular,9,Coaches Poll,1,Georgia,SEC,1586
2023,regular,9,Coaches Poll,2,Michigan,Big Ten,1522
2023,regular,9,Coaches Poll,3,Ohio State,Big Ten,1459
2023,regular,9,Coaches Poll,4,Florida State,ACC,1426
2023,regular,9,Coaches Poll,5,Washington,Pac-12,1333
2023,regular,9,Coaches Poll,6,Oklahoma,Big 12,1283
2023,regular,9,Coaches Poll,7,Texas,Big 12,1150
2023,regular,9,Coaches Poll,8,Alabama,SEC,1141
2023,regular,9,Coaches Poll,9,Oregon,Pac-12,1089
2023,regular,9,Coaches Poll,10,Penn State,Big Ten,1056
2023,regular,9,Coaches Poll,11,Ole Miss,SEC,931
2023,regular,9,Coaches Poll,12,Oregon State,Pac-12,892
2023,regular,9,Coaches Poll,13,Utah,Pac-12,866
2023,regular,9,Coaches Poll,14,Notre Dame,FBS Independents,688
2023,regular,9,Coaches Poll,15,LSU,SEC,677
2023,regular,9,Coaches Poll,16,Missouri,SEC,604
2023,regular,9,Coaches Poll,17,North Carolina,ACC,574
2023,regular,9,Coaches Poll,18,Louisville,ACC,451
2023,regular,9,Coaches Poll,19,Air Force,Mountain West,374
2023,regular,9,Coaches Poll,20,Tennessee,SEC,356
2023,regular,9,Coaches Poll,21,Duke,ACC,350
2023,regular,9,Coaches Poll,22,USC,Pac-12,269
2023,regular,9,Coaches Poll,23,Tulane,American Athletic,202
2023,regular,9,Coaches Poll,24,UCLA,Pac-12,195
2023,regular,9,Coaches Poll,25,James Madison,Sun Belt,101
2023,regular,9,FCS Coaches Poll,1,South Dakota State,MVFC,650
2023,regular,9,FCS Coaches Poll,2,Montana State,Big Sky,623
2023,regular,9,FCS Coaches Poll,3,Furman,Southern,587
2023,regular,9,FCS Coaches Poll,4,Incarnate Word,Southland,545
2023,regular,9,FCS Coaches Poll,5,Montana,Big Sky,537
2023,regular,9,FCS Coaches Poll,6,Delaware,CAA,510
2023,regular,9,FCS Coaches Poll,7,Sacramento State,Big Sky,475
2023,regular,9,FCS Coaches Poll,8,Idaho,Big Sky,471
2023,regular,9,FCS Coaches Poll,9,South Dakota,MVFC,423
2023,regular,9,FCS Coaches Poll,10,North Carolina Central,MEAC,418
2023,regular,9,FCS Coaches Poll,11,North Dakota State,MVFC,388
2023,regular,9,FCS Coaches Poll,12,Southern Illinois,MVFC,343
2023,regular,9,FCS Coaches Poll,13,UT Martin,Big South-OVC,314
2023,regular,9,FCS Coaches Poll,14,Florida A&M,SWAC,304
2023,regular,9,FCS Coaches Poll,15,Chattanooga,Southern,266
2023,regular,9,FCS Coaches Poll,16,Western Carolina,Southern,253
2023,regular,9,FCS Coaches Poll,17,North Dakota,MVFC,198
2023,regular,9,FCS Coaches Poll,18,Central Arkansas,UAC,197
2023,regular,9,FCS Coaches Poll,19,Lafayette,Patriot,120
2023,regular,9,FCS Coaches Poll,20,New Hampshire,CAA,116
2023,regular,9,FCS Coaches Poll,20,Austin Peay,UAC,116
2023,regular,9,FCS Coaches Poll,22,Holy Cross,Patriot,108
2023,regular,9,FCS Coaches Poll,23,Harvard,Ivy,87
2023,regular,9,FCS Coaches Poll,24,William & Mary,CAA,83
2023,regular,9,FCS Coaches Poll,25,UC Davis,Big Sky,82
2023,regular,10,AFCA Division II Coaches Poll,1,Colorado School Of Mines,Rocky Mountain,720
2023,regular,10,AFCA Division II Coaches Poll,2,Pittsburg St,Mid America,694
2023,regular,10,AFCA Division II Coaches Poll,3,Grand Valley State University,GLIAC,662
2023,regular,10,AFCA Division II Coaches Poll,4,Harding University,Great American,637
2023,regular,10,AFCA Division II Coaches Poll,5,Slippery Rock,Pennsylvania State Athletic,582
2023,regular,10,AFCA Division II Coaches Poll,6,Benedict College,SIAC,573
2023,regular,10,AFCA Division II Coaches Poll,7,Ferris State,GLIAC,534
2023,regular,10,AFCA Division II Coaches Poll,8,Indianapolis,Great Lakes,503
2023,regular,10,AFCA Division II Coaches Poll,9,Davenport,GLIAC,484
2023,regular,10,AFCA Division II Coaches Poll,10,Minnesota State Mankato,Northern Sun,437
2023,regular,10,AFCA Division II Coaches Poll,11,Central Missouri,Mid America,406
2023,regular,10,AFCA Division II Coaches Poll,12,Ouachita Baptist,Great American,399
2023,regular,10,AFCA Division II Coaches Poll,13,Bemidji State,Northern Sun,353
2023,regular,10,AFCA Division II Coaches Poll,14,Delta State,Gulf South,322
2023,regular,10,AFCA Division II Coaches Poll,15,Western Colorado,Rocky Mountain,321
2023,regular,10,AFCA Division II Coaches Poll,16,Lenoir-Rhyne,South Atlantic,291
2023,regular,10,AFCA Division II Coaches Poll,17,Tiffin,Great Midwest Athletic,282
2023,regular,10,AFCA Division II Coaches Poll,18,UT Permian Basin,Lone Star,228
2023,regular,10,AFCA Division II Coaches Poll,19,Virginia Union,CIAA,210
2023,regular,10,AFCA Division II Coaches Poll,20,Valdosta State,Gulf South,207
2023,regular,10,AFCA Division II Coaches Poll,21,Augustana University (SD),Northern Sun,183
2023,regular,10,AFCA Division II Coaches Poll,22,Virginia St,CIAA,86
2023,regular,10,AFCA Division II Coaches Poll,23,Missouri Western,Mid America,69
2023,regular,10,AFCA Division II Coaches Poll,24,Central Washington,Lone Star,54
2023,regular,10,AFCA Division II Coaches Poll,25,Mars Hill,South Atlantic,43
2023,regular,10,AFCA Division III Coaches Poll,1,North Central College,CCIW,1224
2023,regular,10,AFCA Division III Coaches Poll,2,University of Mount Union,Ohio,1173
2023,regular,10,AFCA Division III Coaches Poll,3,Wartburg,American Rivers,1120
2023,regular,10,AFCA Division III Coaches Poll,4,Linfield College,Northwest,1024
2023,regular,10,AFCA Division III Coaches Poll,5,Trinity University TX,Southern Athletic,986
2023,regular,10,AFCA Division III Coaches Poll,6,Wisconsin-Whitewater,Wisconsin,958
2023,regular,10,AFCA Division III Coaches Poll,7,Wisconsin-Lacrosse,Wisconsin,909
2023,regular,10,AFCA Division III Coaches Poll,8,Johns Hopkins University,Centennial,903
2023,regular,10,AFCA Division III Coaches Poll,9,Randolph-Macon,Old Dominion,817
2023,regular,10,AFCA Division III Coaches Poll,10,Wisconsin-River Falls,Wisconsin,779
2023,regular,10,AFCA Division III Coaches Poll,11,Aurora,NACC,724
2023,regular,10,AFCA Division III Coaches Poll,12,Susquehanna,Landmark Conference,688
2023,regular,10,AFCA Division III Coaches Poll,13,Wheaton,CCIW,619
2023,regular,10,AFCA Division III Coaches Poll,14,Alma,Michigan,577
2023,regular,10,AFCA Division III Coaches Poll,15,John Carroll University,Ohio,549
2023,regular,10,AFCA Division III Coaches Poll,16,Ithaca College,Liberty League,457
2023,regular,10,AFCA Division III Coaches Poll,17,Cortland,Empire 8,413
2023,regular,10,AFCA Division III Coaches Poll,18,Endicott College,Commonwealth Coast,342
2023,regular,10,AFCA Division III Coaches Poll,19,Hardin-Simmons,American Southwest,288
2023,regular,10,AFCA Division III Coaches Poll,20,Grove City College,Presidents',275
2023,regular,10,AFCA Division III Coaches Poll,21,Saint John's (MN),Minnesota,262
2023,regular,10,AFCA Division III Coaches Poll,22,Muhlenberg,Centennial,230
2023,regular,10,AFCA Division III Coaches Poll,23,Depauw,North Coast,183
2023,regular,10,AFCA Division III Coaches Poll,24,Delaware Valley,Mid Atlantic,114
2023,regular,10,AFCA Division III Coaches Poll,25,Berry College,Southern Athletic,99
2023,regular,10,AP Top 25,1,Georgia,SEC,1553
2023,regular,10,AP Top 25,2,Michigan,Big Ten,1494
2023,regular,10,AP Top 25,3,Ohio State,Big Ten,1446
2023,regular,10,AP Top 25,4,Florida State,ACC,1421
2023,regular,10,AP Top 25,5,Washington,Pac-12,1327
2023,regular,10,AP Top 25,6,Oregon,Pac-12,1235
2023,regular,10,AP Top 25,7,Texas,Big 12,1189
2023,regular,10,AP Top 25,8,Alabama,SEC,1114
2023,regular,10,AP Top 25,9,Penn State,Big Ten,1044
2023,regular,10,AP Top 25,10,Oklahoma,Big 12,1010
2023,regular,10,AP Top 25,11,Ole Miss,SEC,990
2023,regular,10,AP Top 25,12,Notre Dame,FBS Independents,847
2023,regular,10,AP Top 25,13,LSU,SEC,816
2023,regular,10,AP Top 25,14,Missouri,SEC,714
2023,regular,10,AP Top 25,15,Louisville,ACC,666
2023,regular,10,AP Top 25,16,Oregon State,Pac-12,557
2023,regular,10,AP Top 25,17,Air Force,Mountain West,526
2023,regular,10,AP Top 25,18,Utah,Pac-12,510
2023,regular,10,AP Top 25,19,Tennessee,SEC,473
2023,regular,10,AP Top 25,20,UCLA,Pac-12,331
2023,regular,10,AP Top 25,21,Tulane,American Athletic,303
2023,regular,10,AP Top 25,22,Kansas,Big 12,250
2023,regular,10,AP Top 25,23,James Madison,Sun Belt,192
2023,regular,10,AP Top 25,24,USC,Pac-12,139
2023,regular,10,AP Top 25,25,Kansas State,Big 12,112
2023,regular,10,Coaches Poll,1,Georgia,SEC,1590
2023,regular,10,Coaches Poll,2,Michigan,Big Ten,1520
2023,regular,10,Coaches Poll,3,Ohio State,Big Ten,1454
2023,regular,10,Coaches Poll,4,Florida State,ACC,1439
2023,regular,10,Coaches Poll,5,Washington,Pac-12,1344
2023,regular,10,Coaches Poll,6,Texas,Big 12,1212
2023,regular,10,Coaches Poll,7,Oregon,Pac-12,1211
2023,regular,10,Coaches Poll,8,Alabama,SEC,1187
2023,regular,10,Coaches Poll,9,Penn State,Big Ten,1072
2023,regular,10,Coaches Poll,10,Ole Miss,SEC,1021
2023,regular,10,Coaches Poll,11,Oklahoma,Big 12,948
2023,regular,10,Coaches Poll,12,Notre Dame,FBS Independents,847
2023,regular,10,Coaches Poll,13,LSU,SEC,809
2023,regular,10,Coaches Poll,14,Missouri,SEC,741
2023,regular,10,Coaches Poll,15,Louisville,ACC,701
2023,regular,10,Coaches Poll,16,Tennessee,SEC,553
2023,regular,10,Coaches Poll,17,Air Force,Mountain West,523
2023,regular,10,Coaches Poll,18,Utah,Pac-12,509
2023,regular,10,Coaches Poll,19,Oregon State,Pac-12,465
2023,regular,10,Coaches Poll,20,UCLA,Pac-12,309
2023,regular,10,Coaches Poll,21,Tulane,American Athletic,304
2023,regular,10,Coaches Poll,22,USC,Pac-12,239
2023,regular,10,Coaches Poll,23,Kansas,Big 12,182
2023,regular,10,Coaches Poll,24,James Madison,Sun Belt,169
2023,regular,10,Coaches Poll,25,North Carolina,ACC,120
2023,regular,10,FCS Coaches Poll,1,South Dakota State,MVFC,625
2023,regular,10,FCS Coaches Poll,2,Furman,Southern,577
2023,regular,10,FCS Coaches Poll,3,Montana,Big Sky,544
2023,regular,10,FCS Coaches Poll,4,Incarnate Word,Southland,533
2023,regular,10,FCS Coaches Poll,5,Idaho,Big Sky,515
2023,regular,10,FCS Coaches Poll,6,Delaware,CAA,507
2023,regular,10,FCS Coaches Poll,7,Sacramento State,Big Sky,471
2023,regular,10,FCS Coaches Poll,8,Montana State,Big Sky,458
2023,regular,10,FCS Coaches Poll,9,North Carolina Central,MEAC,407
2023,regular,10,FCS Coaches Poll,10,North Dakota State,MVFC,398
2023,regular,10,FCS Coaches Poll,11,Southern Illinois,MVFC,380
2023,regular,10,FCS Coaches Poll,12,South Dakota,MVFC,330
2023,regular,10,FCS Coaches Poll,13,Florida A&M,SWAC,296
2023,regular,10,FCS Coaches Poll,13,Chattanooga,Southern,296
2023,regular,10,FCS Coaches Poll,15,North Dakota,MVFC,260
2023,regular,10,FCS Coaches Poll,16,Lafayette,Patriot,241
2023,regular,10,FCS Coaches Poll,17,Austin Peay,UAC,218
2023,regular,10,FCS Coaches Poll,18,UT Martin,Big South-OVC,179
2023,regular,10,FCS Coaches Poll,19,Harvard,Ivy,137
2023,regular,10,FCS Coaches Poll,20,Western Carolina,Southern,124
2023,regular,10,FCS Coaches Poll,21,Holy Cross,Patriot,120
2023,regular,10,FCS Coaches Poll,22,Villanova,CAA,107
2023,regular,10,FCS Coaches Poll,23,Northern Iowa,MVFC,105
2023,regular,10,FCS Coaches Poll,24,William & Mary,CAA,83
2023,regular,10,FCS Coaches Poll,25,Central Arkansas,UAC,73
2023,regular,10,Playoff Committee Rankings,1,Ohio State,Big Ten,0
2023,regular,10,Playoff Committee Rankings,2,Georgia,SEC,0
2023,regular,10,Playoff Committee Rankings,3,Michigan,Big Ten,0
2023,regular,10,Playoff Committee Rankings,4,Florida State,ACC,0
2023,regular,10,Playoff Committee Rankings,5,Washington,Pac-12,0
2023,regular,10,Playoff Committee Rankings,6,Oregon,Pac-12,0
2023,regular,10,Playoff Committee Rankings,7,Texas,Big 12,0
2023,regular,10,Playoff Committee Rankings,8,Alabama,SEC,0
2023,regular,10,Playoff Committee Rankings,9,Oklahoma,Big 12,0
2023,regular,10,Playoff Committee Rankings,10,Ole Miss,SEC,0
2023,regular,10,Playoff Committee Rankings,11,Penn State,Big Ten,0
2023,regular,10,Playoff Committee Rankings,12,Missouri,SEC,0
2023,regular,10,Playoff Committee Rankings,13,Louisville,ACC,0
2023,regular,10,Playoff Committee Rankings,14,LSU,SEC,0
2023,regular,10,Playoff Committee Rankings,15,Notre Dame,FBS Independents,0
2023,regular,10,Playoff Committee Rankings,16,Oregon State,Pac-12,0
2023,regular,10,Playoff Committee Rankings,17,Tennessee,SEC,0
2023,regular,10,Playoff Committee Rankings,18,Utah,Pac-12,0
2023,regular,10,Playoff Committee Rankings,19,UCLA,Pac-12,0
2023,regular,10,Playoff Committee Rankings,20,USC,Pac-12,0
2023,regular,10,Playoff Committee Rankings,21,Kansas,Big 12,0
2023,regular,10,Playoff Committee Rankings,22,Oklahoma State,Big 12,0
2023,regular,10,Playoff Committee Rankings,23,Kansas State,Big 12,0
2023,regular,10,Playoff Committee Rankings,24,Tulane,American Athletic,0
2023,regular,10,Playoff Committee Rankings,25,Air Force,Mountain West,0
2023,regular,11,AFCA Division II Coaches Poll,1,Colorado School Of Mines,Rocky Mountain,729
2023,regular,11,AFCA Division II Coaches Poll,2,Harding University,Great American,665
2023,regular,11,AFCA Division II Coaches Poll,2,Grand Valley State University,GLIAC,665
2023,regular,11,AFCA Division II Coaches Poll,4,Slippery Rock,Pennsylvania State Athletic,598
2023,regular,11,AFCA Division II Coaches Poll,5,Benedict College,SIAC,591
2023,regular,11,AFCA Division II Coaches Poll,6,Ferris State,GLIAC,562
2023,regular,11,AFCA Division II Coaches Poll,7,Central Missouri,Mid America,514
2023,regular,11,AFCA Division II Coaches Poll,8,Pittsburg St,Mid America,513
2023,regular,11,AFCA Division II Coaches Poll,9,Minnesota State Mankato,Northern Sun,509
2023,regular,11,AFCA Division II Coaches Poll,10,Ouachita Baptist,Great American,440
2023,regular,11,AFCA Division II Coaches Poll,11,Delta State,Gulf South,426
2023,regular,11,AFCA Division II Coaches Poll,12,Bemidji State,Northern Sun,415
2023,regular,11,AFCA Division II Coaches Poll,13,Western Colorado,Rocky Mountain,353
2023,regular,11,AFCA Division II Coaches Poll,14,Tiffin,Great Midwest Athletic,325
2023,regular,11,AFCA Division II Coaches Poll,15,Lenoir-Rhyne,South Atlantic,294
2023,regular,11,AFCA Division II Coaches Poll,16,Davenport,GLIAC,287
2023,regular,11,AFCA Division II Coaches Poll,17,UT Permian Basin,Lone Star,278
2023,regular,11,AFCA Division II Coaches Poll,18,Virginia Union,CIAA,243
2023,regular,11,AFCA Division II Coaches Poll,19,Valdosta State,Gulf South,230
2023,regular,11,AFCA Division II Coaches Poll,20,Augustana University (SD),Northern Sun,177
2023,regular,11,AFCA Division II Coaches Poll,21,Missouri Western,Mid America,176
2023,regular,11,AFCA Division II Coaches Poll,22,Indianapolis,Great Lakes,175
2023,regular,11,AFCA Division II Coaches Poll,23,Central Washington,Lone Star,106
2023,regular,11,AFCA Division II Coaches Poll,24,Minnesota Duluth,Northern Sun,26
2023,regular,11,AFCA Division II Coaches Poll,25,West Florida,Gulf South,25
2023,regular,11,AFCA Division III Coaches Poll,1,North Central College,CCIW,1224
2023,regular,11,AFCA Division III Coaches Poll,2,University of Mount Union,Ohio,1176
2023,regular,11,AFCA Division III Coaches Poll,3,Wartburg,American Rivers,1119
2023,regular,11,AFCA Division III Coaches Poll,4,Linfield College,Northwest,1023
2023,regular,11,AFCA Division III Coaches Poll,5,Trinity University TX,Southern Athletic,973
2023,regular,11,AFCA Division III Coaches Poll,6,Wisconsin-Whitewater,Wisconsin,960
2023,regular,11,AFCA Division III Coaches Poll,7,Wisconsin-Lacrosse,Wisconsin,944
2023,regular,11,AFCA Division III Coaches Poll,8,Johns Hopkins University,Centennial,904
2023,regular,11,AFCA Division III Coaches Poll,9,Randolph-Macon,Old Dominion,831
2023,regular,11,AFCA Division III Coaches Poll,10,Aurora,NACC,748
2023,regular,11,AFCA Division III Coaches Poll,11,Susquehanna,Landmark Conference,717
2023,regular,11,AFCA Division III Coaches Poll,12,Wheaton,CCIW,623
2023,regular,11,AFCA Division III Coaches Poll,13,Alma,Michigan,613
2023,regular,11,AFCA Division III Coaches Poll,14,Ithaca College,Liberty League,545
2023,regular,11,AFCA Division III Coaches Poll,15,Wisconsin-River Falls,Wisconsin,514
2023,regular,11,AFCA Division III Coaches Poll,16,Cortland,Empire 8,484
2023,regular,11,AFCA Division III Coaches Poll,17,Endicott College,Commonwealth Coast,413
2023,regular,11,AFCA Division III Coaches Poll,18,Hardin-Simmons,American Southwest,383
2023,regular,11,AFCA Division III Coaches Poll,19,Grove City College,Presidents',336
2023,regular,11,AFCA Division III Coaches Poll,20,Saint John's (MN),Minnesota,281
2023,regular,11,AFCA Division III Coaches Poll,21,Muhlenberg,Centennial,232
2023,regular,11,AFCA Division III Coaches Poll,22,Depauw,North Coast,210
2023,regular,11,AFCA Division III Coaches Poll,23,John Carroll University,Ohio,181
2023,regular,11,AFCA Division III Coaches Poll,24,Berry College,Southern Athletic,144
2023,regular,11,AFCA Division III Coaches Poll,25,Delaware Valley,Mid Atlantic,134
2023,regular,11,AP Top 25,1,Georgia,SEC,1558
2023,regular,11,AP Top 25,2,Michigan,Big Ten,1485
2023,regular,11,AP Top 25,3,Ohio State,Big Ten,1453
2023,regular,11,AP Top 25,4,Florida State,ACC,1411
2023,regular,11,AP Top 25,5,Washington,Pac-12,1333
2023,regular,11,AP Top 25,6,Oregon,Pac-12,1240
2023,regular,11,AP Top 25,7,Texas,Big 12,1190
2023,regular,11,AP Top 25,8,Alabama,SEC,1143
2023,regular,11,AP Top 25,9,Penn State,Big Ten,1075
2023,regular,11,AP Top 25,10,Ole Miss,SEC,1027
2023,regular,11,AP Top 25,11,Louisville,ACC,926
2023,regular,11,AP Top 25,12,Oregon State,Pac-12,772
2023,regular,11,AP Top 25,13,Utah,Pac-12,734
2023,regular,11,AP Top 25,14,Tennessee,SEC,703
2023,regular,11,AP Top 25,15,Oklahoma State,Big 12,660
2023,regular,11,AP Top 25,16,Missouri,SEC,644
2023,regular,11,AP Top 25,17,Oklahoma,Big 12,547
2023,regular,11,AP Top 25,18,LSU,SEC,532
2023,regular,11,AP Top 25,19,Kansas,Big 12,496
2023,regular,11,AP Top 25,20,Tulane,American Athletic,351
2023,regular,11,AP Top 25,21,James Madison,Sun Belt,294
2023,regular,11,AP Top 25,22,Notre Dame,FBS Independents,270
2023,regular,11,AP Top 25,23,Arizona,Pac-12,176
2023,regular,11,AP Top 25,24,North Carolina,ACC,95
2023,regular,11,AP Top 25,25,Liberty,Conference USA,85
2023,regular,11,Coaches Poll,1,Georgia,SEC,1587
2023,regular,11,Coaches Poll,2,Michigan,Big Ten,1479
2023,regular,11,Coaches Poll,3,Ohio State,Big Ten,1468
2023,regular,11,Coaches Poll,4,Florida State,ACC,1433
2023,regular,11,Coaches Poll,5,Washington,Pac-12,1357
2023,regular,11,Coaches Poll,6,Oregon,Pac-12,1235
2023,regular,11,Coaches Poll,7,Texas,Big 12,1209
2023,regular,11,Coaches Poll,8,Alabama,SEC,1187
2023,regular,11,Coaches Poll,9,Penn State,Big Ten,1093
2023,regular,11,Coaches Poll,10,Ole Miss,SEC,1052
2023,regular,11,Coaches Poll,11,Louisville,ACC,938
2023,regular,11,Coaches Poll,12,Tennessee,SEC,785
2023,regular,11,Coaches Poll,13,Oregon State,Pac-12,756
2023,regular,11,Coaches Poll,14,Utah,Pac-12,747
2023,regular,11,Coaches Poll,15,Missouri,SEC,658
2023,regular,11,Coaches Poll,16,Oklahoma,Big 12,552
2023,regular,11,Coaches Poll,17,Oklahoma State,Big 12,543
2023,regular,11,Coaches Poll,18,Kansas,Big 12,481
2023,regular,11,Coaches Poll,19,LSU,SEC,468
2023,regular,11,Coaches Poll,20,Tulane,American Athletic,377
2023,regular,11,Coaches Poll,21,James Madison,Sun Belt,279
2023,regular,11,Coaches Poll,22,Notre Dame,FBS Independents,264
2023,regular,11,Coaches Poll,23,North Carolina,ACC,233
2023,regular,11,Coaches Poll,24,Arizona,Pac-12,118
2023,regular,11,Coaches Poll,25,Fresno State,Mountain West,113
2023,regular,11,FCS Coaches Poll,1,South Dakota State,MVFC,650
2023,regular,11,FCS Coaches Poll,2,Furman,Southern,612
2023,regular,11,FCS Coaches Poll,3,Montana,Big Sky,603
2023,regular,11,FCS Coaches Poll,4,Idaho,Big Sky,575
2023,regular,11,FCS Coaches Poll,5,Montana State,Big Sky,533
2023,regular,11,FCS Coaches Poll,6,South Dakota,MVFC,492
2023,regular,11,FCS Coaches Poll,7,North Carolina Central,MEAC,491
2023,regular,11,FCS Coaches Poll,8,Delaware,CAA,386
2023,regular,11,FCS Coaches Poll,9,Florida A&M,SWAC,378
2023,regular,11,FCS Coaches Poll,10,Incarnate Word,Southland,368
2023,regular,11,FCS Coaches Poll,11,Sacramento State,Big Sky,355
2023,regular,11,FCS Coaches Poll,12,North Dakota,MVFC,346
2023,regular,11,FCS Coaches Poll,13,North Dakota State,MVFC,324
2023,regular,11,FCS Coaches Poll,14,Austin Peay,UAC,304
2023,regular,11,FCS Coaches Poll,15,Southern Illinois,MVFC,285
2023,regular,11,FCS Coaches Poll,16,UT Martin,Big South-OVC,263
2023,regular,11,FCS Coaches Poll,17,Chattanooga,Southern,258
2023,regular,11,FCS Coaches Poll,18,Villanova,CAA,193
2023,regular,11,FCS Coaches Poll,19,Harvard,Ivy,191
2023,regular,11,FCS Coaches Poll,20,Northern Iowa,MVFC,161
2023,regular,11,FCS Coaches Poll,21,Western Carolina,Southern,158
2023,regular,11,FCS Coaches Poll,22,Holy Cross,Patriot,129
2023,regular,11,FCS Coaches Poll,23,Lafayette,Patriot,91
2023,regular,11,FCS Coaches Poll,24,Central Arkansas,UAC,79
2023,regular,11,FCS Coaches Poll,25,UAlbany,CAA,67
2023,regular,11,Playoff Committee Rankings,1,Ohio State,Big Ten,0
2023,regular,11,Playoff Committee Rankings,2,Georgia,SEC,0
2023,regular,11,Playoff Committee Rankings,3,Michigan,Big Ten,0
2023,regular,11,Playoff Committee Rankings,4,Florida State,ACC,0
2023,regular,11,Playoff Committee Rankings,5,Washington,Pac-12,0
2023,regular,11,Playoff Committee Rankings,6,Oregon,Pac-12,0
2023,regular,11,Playoff Committee Rankings,7,Texas,Big 12,0
2023,regular,11,Playoff Committee Rankings,8,Alabama,SEC,0
2023,regular,11,Playoff Committee Rankings,9,Ole Miss,SEC,0
2023,regular,11,Playoff Committee Rankings,10,Penn State,Big Ten,0
2023,regular,11,Playoff Committee Rankings,11,Louisville,ACC,0
2023,regular,11,Playoff Committee Rankings,12,Oregon State,Pac-12,0
2023,regular,11,Playoff Committee Rankings,13,Tennessee,SEC,0
2023,regular,11,Playoff Committee Rankings,14,Missouri,SEC,0
2023,regular,11,Playoff Committee Rankings,15,Oklahoma State,Big 12,0
2023,regular,11,Playoff Committee Rankings,16,Kansas,Big 12,0
2023,regular,11,Playoff Committee Rankings,17,Oklahoma,Big 12,0
